instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5,p_machine6,p_machine7,p_machine8,p_machine9,p_machine10
5,2986,2908,0.8,0.6,16,267,7,61,77,46,85,37,48,75,88,53
5,2986,2908,0.8,0.6,17,443,74,32,39,85,81,80,72,62,19,97
5,2986,2908,0.8,0.6,18,763,96,76,63,53,53,69,38,44,18,73
5,2986,2908,0.8,0.6,19,629,94,96,72,78,65,13,71,43,21,60
5,2986,2908,0.8,0.6,20,424,44,59,47,73,89,19,82,30,33,39
5,2986,2908,0.8,0.6,21,890,63,85,21,72,50,25,61,47,11,48
5,2986,2908,0.8,0.6,22,204,38,36,98,82,78,92,73,36,8,9
5,2986,2908,0.8,0.6,23,425,22,23,97,59,38,45,50,65,8,17
5,2986,2908,0.8,0.6,24,533,76,72,86,24,82,14,56,85,83,83
5,2986,2908,0.8,0.6,25,664,2,71,7,6,38,73,95,1,13,10
5,2986,2908,0.8,0.6,26,1142,11,44,81,94,38,85,16,71,89,2
5,2986,2908,0.8,0.6,27,291,71,88,5,67,85,75,6,13,63,66
5,2986,2908,0.8,0.6,28,748,94,58,56,66,55,96,7,54,64,50
5,2986,2908,0.8,0.6,29,862,77,51,57,30,64,33,86,2,53,36
5,2986,2908,0.8,0.6,30,68,57,73,15,33,47,17,21,82,28,45
5,2986,2908,0.8,0.6,31,884,45,10,7,32,87,76,27,16,17,86
5,2986,2908,0.8,0.6,32,249,58,85,85,51,66,96,44,15,2,8
5,2986,2908,0.8,0.6,33,96,16,16,77,38,5,4,64,14,77,47
5,2986,2908,0.8,0.6,34,1380,96,41,14,8,16,16,32,49,61,52
5,2986,2908,0.8,0.6,35,1404,41,40,23,82,48,9,46,68,73,98
5,2986,2908,0.8,0.6,36,1176,52,57,10,63,29,66,37,28,69,22
5,2986,2908,0.8,0.6,37,444,57,85,93,77,67,46,39,87,23,55
5,2986,2908,0.8,0.6,38,143,39,73,57,73,72,64,96,85,56,62
5,2986,2908,0.8,0.6,39,995,74,9,58,66,5,3,44,90,78,23
5,2986,2908,0.8,0.6,40,641,35,24,31,65,79,93,70,17,65,82
5,2986,2908,0.8,0.6,41,178,52,94,92,75,30,74,41,54,85,32
5,2986,2908,0.8,0.6,42,720,42,4,6,17,64,29,56,59,99,20
5,2986,2908,0.8,0.6,43,51,82,96,37,22,3,68,44,25,52,38
5,2986,2908,0.8,0.6,44,1322,43,37,77,34,80,38,27,23,78,23
5,2986,2908,0.8,0.6,45,377,47,84,80,3,11,86,41,60,8,40
5,2986,2908,0.8,0.6,46,964,34,2,41,8,99,90,66,60,58,55
5,2986,2908,0.8,0.6,47,454,96,94,18,87,32,50,87,68,51,79
5,2986,2908,0.8,0.6,48,757,13,21,68,50,25,11,42,70,43,66
5,2986,2908,0.8,0.6,49,795,33,4,81,76,84,64,7,80,52,97
5,2986,2908,0.8,0.6,50,270,58,73,41,16,12,4,54,4,41,29
5,2986,2908,0.8,1.0,1,763,16,13,42,37,68,24,51,8,59,67
5,2986,2908,0.8,1.0,2,1935,90,27,21,43,3,1,57,54,85,99
5,2986,2908,0.8,1.0,3,1490,63,27,21,87,58,57,82,15,73,57
5,2986,2908,0.8,1.0,4,1219,73,9,90,77,57,86,47,47,87,47
5,2986,2908,0.8,1.0,5,318,57,88,54,39,49,35,82,73,87,93
5,2986,2908,0.8,1.0,6,318,17,3,64,35,13,9,14,33,89,35
5,2986,2908,0.8,1.0,7,119,29,29,55,49,72,55,79,73,48,32
5,2986,2908,0.8,1.0,8,1763,16,96,93,66,13,8,57,35,57,77
5,2986,2908,0.8,1.0,9,1224,94,39,1,35,13,93,88,45,59,28
5,2986,2908,0.8,1.0,10,1442,47,15,36,2,5,11,79,75,73,75
5,2986,2908,0.8,1.0,11,43,24,61,16,38,88,39,22,83,66,95
5,2986,2908,0.8,1.0,12,1974,39,76,7,73,38,10,72,12,95,15
5,2986,2908,0.8,1.0,13,1695,2,79,98,28,82,84,58,59,61,18
5,2986,2908,0.8,1.0,14,433,5,67,20,97,41,80,78,95,13,97
5,2986,2908,0.8,1.0,15,371,75,6,83,20,61,59,18,96,79,37
5,2986,2908,0.8,1.0,16,374,7,61,77,46,85,37,48,75,88,53
5,2986,2908,0.8,1.0,17,620,74,32,39,85,81,80,72,62,19,97
5,2986,2908,0.8,1.0,18,1069,96,76,63,53,53,69,38,44,18,73
5,2986,2908,0.8,1.0,19,880,94,96,72,78,65,13,71,43,21,60
5,2986,2908,0.8,1.0,20,594,44,59,47,73,89,19,82,30,33,39
5,2986,2908,0.8,1.0,21,1246,63,85,21,72,50,25,61,47,11,48
5,2986,2908,0.8,1.0,22,285,38,36,98,82,78,92,73,36,8,9
5,2986,2908,0.8,1.0,23,595,22,23,97,59,38,45,50,65,8,17
5,2986,2908,0.8,1.0,24,746,76,72,86,24,82,14,56,85,83,83
5,2986,2908,0.8,1.0,25,929,2,71,7,6,38,73,95,1,13,10
5,2986,2908,0.8,1.0,26,1599,11,44,81,94,38,85,16,71,89,2
5,2986,2908,0.8,1.0,27,407,71,88,5,67,85,75,6,13,63,66
5,2986,2908,0.8,1.0,28,1047,94,58,56,66,55,96,7,54,64,50
5,2986,2908,0.8,1.0,29,1206,77,51,57,30,64,33,86,2,53,36
5,2986,2908,0.8,1.0,30,96,57,73,15,33,47,17,21,82,28,45
5,2986,2908,0.8,1.0,31,1237,45,10,7,32,87,76,27,16,17,86
5,2986,2908,0.8,1.0,32,348,58,85,85,51,66,96,44,15,2,8
5,2986,2908,0.8,1.0,33,133,16,16,77,38,5,4,64,14,77,47
5,2986,2908,0.8,1.0,34,1932,96,41,14,8,16,16,32,49,61,52
5,2986,2908,0.8,1.0,35,1966,41,40,23,82,48,9,46,68,73,98
5,2986,2908,0.8,1.0,36,1646,52,57,10,63,29,66,37,28,69,22
5,2986,2908,0.8,1.0,37,621,57,85,93,77,67,46,39,87,23,55
5,2986,2908,0.8,1.0,38,200,39,73,57,73,72,64,96,85,56,62
5,2986,2908,0.8,1.0,39,1393,74,9,58,66,5,3,44,90,78,23
5,2986,2908,0.8,1.0,40,897,35,24,31,65,79,93,70,17,65,82
5,2986,2908,0.8,1.0,41,249,52,94,92,75,30,74,41,54,85,32
5,2986,2908,0.8,1.0,42,1008,42,4,6,17,64,29,56,59,99,20
5,2986,2908,0.8,1.0,43,71,82,96,37,22,3,68,44,25,52,38
5,2986,2908,0.8,1.0,44,1851,43,37,77,34,80,38,27,23,78,23
5,2986,2908,0.8,1.0,45,528,47,84,80,3,11,86,41,60,8,40
5,2986,2908,0.8,1.0,46,1349,34,2,41,8,99,90,66,60,58,55
5,2986,2908,0.8,1.0,47,635,96,94,18,87,32,50,87,68,51,79
5,2986,2908,0.8,1.0,48,1059,13,21,68,50,25,11,42,70,43,66
5,2986,2908,0.8,1.0,49,1113,33,4,81,76,84,64,7,80,52,97
5,2986,2908,0.8,1.0,50,377,58,73,41,16,12,4,54,4,41,29
6,3006,2941,0.2,0.2,1,2279,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.2,0.2,2,2618,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.2,0.2,3,2489,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.2,0.2,4,2411,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.2,0.2,5,2150,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.2,0.2,6,2150,52,8,83,63,72,73,76,27,64,58
6,3006,2941,0.2,0.2,7,2093,35,14,89,91,63,37,89,31,2,1
6,3006,2941,0.2,0.2,8,2568,89,68,90,38,48,68,22,95,59,8
6,3006,2941,0.2,0.2,9,2412,28,4,26,92,94,38,23,91,88,41
6,3006,2941,0.2,0.2,10,2475,45,63,93,25,12,10,70,94,11,97
6,3006,2941,0.2,0.2,11,2071,24,27,8,19,63,74,69,21,68,67
6,3006,2941,0.2,0.2,12,2629,68,61,86,42,46,27,30,72,16,1
6,3006,2941,0.2,0.2,13,2548,94,65,39,89,60,84,11,65,75,58
6,3006,2941,0.2,0.2,14,2184,71,7,13,80,72,65,89,41,94,73
6,3006,2941,0.2,0.2,15,2166,70,14,59,11,33,40,79,9,43,62
6,3006,2941,0.2,0.2,16,2167,2,16,99,84,50,97,29,56,23,9
6,3006,2941,0.2,0.2,17,2238,83,3,98,33,25,82,52,33,5,88
6,3006,2941,0.2,0.2,18,2367,85,31,76,42,14,98,68,98,53,6
6,3006,2941,0.2,0.2,19,2313,97,56,52,51,20,50,14,11,76,34
6,3006,2941,0.2,0.2,20,2230,65,67,43,18,50,23,99,51,60,5
6,3006,2941,0.2,0.2,21,2419,64,74,79,56,32,66,4,7,51,59
6,3006,2941,0.2,0.2,22,2141,38,59,64,83,87,56,3,94,96,16
6,3006,2941,0.2,0.2,23,2231,54,81,4,49,42,30,4,43,50,13
6,3006,2941,0.2,0.2,24,2274,26,43,19,14,70,27,33,47,38,80
6,3006,2941,0.2,0.2,25,2327,40,57,45,1,92,36,98,77,28,54
6,3006,2941,0.2,0.2,26,2521,75,11,80,23,10,19,44,89,8,96
6,3006,2941,0.2,0.2,27,2176,59,32,15,72,75,28,34,53,70,48
6,3006,2941,0.2,0.2,28,2361,38,21,43,24,57,66,13,34,51,72
6,3006,2941,0.2,0.2,29,2407,40,73,37,63,30,70,78,79,77,96
6,3006,2941,0.2,0.2,30,2086,89,75,49,15,45,79,15,85,83,91
6,3006,2941,0.2,0.2,31,2416,64,46,36,33,91,21,25,4,71,49
6,3006,2941,0.2,0.2,32,2159,84,34,33,93,20,26,35,12,41,92
6,3006,2941,0.2,0.2,33,2097,47,50,83,5,32,81,16,99,60,3
6,3006,2941,0.2,0.2,34,2617,62,47,28,78,9,61,37,80,25,45
6,3006,2941,0.2,0.2,35,2627,74,22,46,33,72,19,69,42,38,28
6,3006,2941,0.2,0.2,36,2534,38,81,71,91,11,91,82,89,97,37
6,3006,2941,0.2,0.2,37,2238,79,42,59,56,5,43,13,85,13,51
6,3006,2941,0.2,0.2,38,2116,57,4,15,99,17,34,51,46,5,96
6,3006,2941,0.2,0.2,39,2461,8,49,50,29,66,85,48,4,58,88
6,3006,2941,0.2,0.2,40,2318,46,24,53,15,17,73,53,58,22,83
6,3006,2941,0.2,0.2,41,2130,27,54,51,54,92,82,13,17,17,24
6,3006,2941,0.2,0.2,42,2350,28,29,56,46,10,15,46,98,51,58
6,3006,2941,0.2,0.2,43,2079,62,87,76,2,93,65,39,71,52,21
6,3006,2941,0.2,0.2,44,2594,34,38,48,90,36,42,1,81,15,25
6,3006,2941,0.2,0.2,45,2211,18,19,11,96,40,48,72,26,1,12
6,3006,2941,0.2,0.2,46,2448,63,65,35,93,74,28,28,80,99,85
6,3006,2941,0.2,0.2,47,2242,74,23,88,3,99,25,20,70,62,58
6,3006,2941,0.2,0.2,48,2365,26,77,59,53,86,84,90,49,72,48
6,3006,2941,0.2,0.2,49,2380,28,71,51,97,29,37,84,24,45,37
6,3006,2941,0.2,0.2,50,2167,78,90,13,51,70,88,38,41,90,3
6,3006,2941,0.2,0.6,1,2131,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.2,0.6,2,3148,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.2,0.6,3,2762,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.2,0.6,4,2527,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.2,0.6,5,1746,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.2,0.6,6,1746,52,8,83,63,72,73,76,27,64,58
6,3006,2941,0.2,0.6,7,1573,35,14,89,91,63,37,89,31,2,1
6,3006,2941,0.2,0.6,8,2999,89,68,90,38,48,68,22,95,59,8
6,3006,2941,0.2,0.6,9,2531,28,4,26,92,94,38,23,91,88,41
6,3006,2941,0.2,0.6,10,2720,45,63,93,25,12,10,70,94,11,97
6,3006,2941,0.2,0.6,11,1507,24,27,8,19,63,74,69,21,68,67
6,3006,2941,0.2,0.6,12,3182,68,61,86,42,46,27,30,72,16,1
6,3006,2941,0.2,0.6,13,2939,94,65,39,89,60,84,11,65,75,58
6,3006,2941,0.2,0.6,14,1845,71,7,13,80,72,65,89,41,94,73
6,3006,2941,0.2,0.6,15,1791,70,14,59,11,33,40,79,9,43,62
6,3006,2941,0.2,0.6,16,1794,2,16,99,84,50,97,29,56,23,9
6,3006,2941,0.2,0.6,17,2007,83,3,98,33,25,82,52,33,5,88
6,3006,2941,0.2,0.6,18,2396,85,31,76,42,14,98,68,98,53,6
6,3006,2941,0.2,0.6,19,2233,97,56,52,51,20,50,14,11,76,34
6,3006,2941,0.2,0.6,20,1984,65,67,43,18,50,23,99,51,60,5
6,3006,2941,0.2,0.6,21,2550,64,74,79,56,32,66,4,7,51,59
6,3006,2941,0.2,0.6,22,1717,38,59,64,83,87,56,3,94,96,16
6,3006,2941,0.2,0.6,23,1986,54,81,4,49,42,30,4,43,50,13
6,3006,2941,0.2,0.6,24,2117,26,43,19,14,70,27,33,47,38,80
6,3006,2941,0.2,0.6,25,2275,40,57,45,1,92,36,98,77,28,54
6,3006,2941,0.2,0.6,26,2856,75,11,80,23,10,19,44,89,8,96
6,3006,2941,0.2,0.6,27,1823,59,32,15,72,75,28,34,53,70,48
6,3006,2941,0.2,0.6,28,2378,38,21,43,24,57,66,13,34,51,72
6,3006,2941,0.2,0.6,29,2516,40,73,37,63,30,70,78,79,77,96
6,3006,2941,0.2,0.6,30,1552,89,75,49,15,45,79,15,85,83,91
6,3006,2941,0.2,0.6,31,2543,64,46,36,33,91,21,25,4,71,49
6,3006,2941,0.2,0.6,32,1771,84,34,33,93,20,26,35,12,41,92
6,3006,2941,0.2,0.6,33,1585,47,50,83,5,32,81,16,99,60,3
6,3006,2941,0.2,0.6,34,3145,62,47,28,78,9,61,37,80,25,45
6,3006,2941,0.2,0.6,35,3174,74,22,46,33,72,19,69,42,38,28
6,3006,2941,0.2,0.6,36,2897,38,81,71,91,11,91,82,89,97,37
6,3006,2941,0.2,0.6,37,2008,79,42,59,56,5,43,13,85,13,51
6,3006,2941,0.2,0.6,38,1643,57,4,15,99,17,34,51,46,5,96
6,3006,2941,0.2,0.6,39,2678,8,49,50,29,66,85,48,4,58,88
6,3006,2941,0.2,0.6,40,2247,46,24,53,15,17,73,53,58,22,83
6,3006,2941,0.2,0.6,41,1686,27,54,51,54,92,82,13,17,17,24
6,3006,2941,0.2,0.6,42,2344,28,29,56,46,10,15,46,98,51,58
6,3006,2941,0.2,0.6,43,1531,62,87,76,2,93,65,39,71,52,21
6,3006,2941,0.2,0.6,44,3075,34,38,48,90,36,42,1,81,15,25
6,3006,2941,0.2,0.6,45,1927,18,19,11,96,40,48,72,26,1,12
6,3006,2941,0.2,0.6,46,2640,63,65,35,93,74,28,28,80,99,85
6,3006,2941,0.2,0.6,47,2021,74,23,88,3,99,25,20,70,62,58
6,3006,2941,0.2,0.6,48,2388,26,77,59,53,86,84,90,49,72,48
6,3006,2941,0.2,0.6,49,2435,28,71,51,97,29,37,84,24,45,37
6,3006,2941,0.2,0.6,50,1797,78,90,13,51,70,88,38,41,90,3
6,3006,2941,0.2,1.0,1,1984,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.2,1.0,2,3678,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.2,1.0,3,3035,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.2,1.0,4,2643,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.2,1.0,5,1341,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.2,1.0,6,1341,52,8,83,63,72,73,76,27,64,58
6,3006,2941,0.2,1.0,7,1053,35,14,89,91,63,37,89,31,2,1
6,3006,2941,0.2,1.0,8,3430,89,68,90,38,48,68,22,95,59,8
6,3006,2941,0.2,1.0,9,2650,28,4,26,92,94,38,23,91,88,41
6,3006,2941,0.2,1.0,10,2965,45,63,93,25,12,10,70,94,11,97
6,3006,2941,0.2,1.0,11,943,24,27,8,19,63,74,69,21,68,67
6,3006,2941,0.2,1.0,12,3735,68,61,86,42,46,27,30,72,16,1
6,3006,2941,0.2,1.0,13,3331,94,65,39,89,60,84,11,65,75,58
6,3006,2941,0.2,1.0,14,1507,71,7,13,80,72,65,89,41,94,73
6,3006,2941,0.2,1.0,15,1417,70,14,59,11,33,40,79,9,43,62
6,3006,2941,0.2,1.0,16,1422,2,16,99,84,50,97,29,56,23,9
6,3006,2941,0.2,1.0,17,1777,83,3,98,33,25,82,52,33,5,88
6,3006,2941,0.2,1.0,18,2426,85,31,76,42,14,98,68,98,53,6
6,3006,2941,0.2,1.0,19,2153,97,56,52,51,20,50,14,11,76,34
6,3006,2941,0.2,1.0,20,1739,65,67,43,18,50,23,99,51,60,5
6,3006,2941,0.2,1.0,21,2682,64,74,79,56,32,66,4,7,51,59
6,3006,2941,0.2,1.0,22,1293,38,59,64,83,87,56,3,94,96,16
6,3006,2941,0.2,1.0,23,1741,54,81,4,49,42,30,4,43,50,13
6,3006,2941,0.2,1.0,24,1960,26,43,19,14,70,27,33,47,38,80
6,3006,2941,0.2,1.0,25,2224,40,57,45,1,92,36,98,77,28,54
6,3006,2941,0.2,1.0,26,3192,75,11,80,23,10,19,44,89,8,96
6,3006,2941,0.2,1.0,27,1470,59,32,15,72,75,28,34,53,70,48
6,3006,2941,0.2,1.0,28,2395,38,21,43,24,57,66,13,34,51,72
6,3006,2941,0.2,1.0,29,2625,40,73,37,63,30,70,78,79,77,96
6,3006,2941,0.2,1.0,30,1019,89,75,49,15,45,79,15,85,83,91
6,3006,2941,0.2,1.0,31,2669,64,46,36,33,91,21,25,4,71,49
6,3006,2941,0.2,1.0,32,1384,84,34,33,93,20,26,35,12,41,92
6,3006,2941,0.2,1.0,33,1074,47,50,83,5,32,81,16,99,60,3
6,3006,2941,0.2,1.0,34,3673,62,47,28,78,9,61,37,80,25,45
6,3006,2941,0.2,1.0,35,3722,74,22,46,33,72,19,69,42,38,28
6,3006,2941,0.2,1.0,36,3260,38,81,71,91,11,91,82,89,97,37
6,3006,2941,0.2,1.0,37,1778,79,42,59,56,5,43,13,85,13,51
6,3006,2941,0.2,1.0,38,1170,57,4,15,99,17,34,51,46,5,96
6,3006,2941,0.2,1.0,39,2895,8,49,50,29,66,85,48,4,58,88
6,3006,2941,0.2,1.0,40,2177,46,24,53,15,17,73,53,58,22,83
6,3006,2941,0.2,1.0,41,1241,27,54,51,54,92,82,13,17,17,24
6,3006,2941,0.2,1.0,42,2339,28,29,56,46,10,15,46,98,51,58
6,3006,2941,0.2,1.0,43,983,62,87,76,2,93,65,39,71,52,21
6,3006,2941,0.2,1.0,44,3557,34,38,48,90,36,42,1,81,15,25
6,3006,2941,0.2,1.0,45,1643,18,19,11,96,40,48,72,26,1,12
6,3006,2941,0.2,1.0,46,2831,63,65,35,93,74,28,28,80,99,85
6,3006,2941,0.2,1.0,47,1799,74,23,88,3,99,25,20,70,62,58
6,3006,2941,0.2,1.0,48,2412,26,77,59,53,86,84,90,49,72,48
6,3006,2941,0.2,1.0,49,2490,28,71,51,97,29,37,84,24,45,37
6,3006,2941,0.2,1.0,50,1426,78,90,13,51,70,88,38,41,90,3
6,3006,2941,0.4,0.2,1,1691,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.4,0.2,2,2030,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.4,0.2,3,1901,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.4,0.2,4,1823,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.4,0.2,5,1562,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.4,0.2,6,1562,52,8,83,63,72,73,76,27,64,58
6,3006,2941,0.4,0.2,7,1505,35,14,89,91,63,37,89,31,2,1
6,3006,2941,0.4,0.2,8,1980,89,68,90,38,48,68,22,95,59,8
6,3006,2941,0.4,0.2,9,1824,28,4,26,92,94,38,23,91,88,41
6,3006,2941,0.4,0.2,10,1887,45,63,93,25,12,10,70,94,11,97
6,3006,2941,0.4,0.2,11,1483,24,27,8,19,63,74,69,21,68,67
6,3006,2941,0.4,0.2,12,2041,68,61,86,42,46,27,30,72,16,1
6,3006,2941,0.4,0.2,13,1960,94,65,39,89,60,84,11,65,75,58
6,3006,2941,0.4,0.2,14,1595,71,7,13,80,72,65,89,41,94,73
6,3006,2941,0.4,0.2,15,1577,70,14,59,11,33,40,79,9,43,62
6,3006,2941,0.4,0.2,16,1578,2,16,99,84,50,97,29,56,23,9
6,3006,2941,0.4,0.2,17,1649,83,3,98,33,25,82,52,33,5,88
6,3006,2941,0.4,0.2,18,1779,85,31,76,42,14,98,68,98,53,6
6,3006,2941,0.4,0.2,19,1725,97,56,52,51,20,50,14,11,76,34
6,3006,2941,0.4,0.2,20,1642,65,67,43,18,50,23,99,51,60,5
6,3006,2941,0.4,0.2,21,1830,64,74,79,56,32,66,4,7,51,59
6,3006,2941,0.4,0.2,22,1553,38,59,64,83,87,56,3,94,96,16
6,3006,2941,0.4,0.2,23,1642,54,81,4,49,42,30,4,43,50,13
6,3006,2941,0.4,0.2,24,1686,26,43,19,14,70,27,33,47,38,80
6,3006,2941,0.4,0.2,25,1739,40,57,45,1,92,36,98,77,28,54
6,3006,2941,0.4,0.2,26,1932,75,11,80,23,10,19,44,89,8,96
6,3006,2941,0.4,0.2,27,1588,59,32,15,72,75,28,34,53,70,48
6,3006,2941,0.4,0.2,28,1773,38,21,43,24,57,66,13,34,51,72
6,3006,2941,0.4,0.2,29,1819,40,73,37,63,30,70,78,79,77,96
6,3006,2941,0.4,0.2,30,1498,89,75,49,15,45,79,15,85,83,91
6,3006,2941,0.4,0.2,31,1828,64,46,36,33,91,21,25,4,71,49
6,3006,2941,0.4,0.2,32,1571,84,34,33,93,20,26,35,12,41,92
6,3006,2941,0.4,0.2,33,1509,47,50,83,5,32,81,16,99,60,3
6,3006,2941,0.4,0.2,34,2029,62,47,28,78,9,61,37,80,25,45
6,3006,2941,0.4,0.2,35,2038,74,22,46,33,72,19,69,42,38,28
6,3006,2941,0.4,0.2,36,1946,38,81,71,91,11,91,82,89,97,37
6,3006,2941,0.4,0.2,37,1650,79,42,59,56,5,43,13,85,13,51
6,3006,2941,0.4,0.2,38,1528,57,4,15,99,17,34,51,46,5,96
6,3006,2941,0.4,0.2,39,1873,8,49,50,29,66,85,48,4,58,88
6,3006,2941,0.4,0.2,40,1729,46,24,53,15,17,73,53,58,22,83
6,3006,2941,0.4,0.2,41,1542,27,54,51,54,92,82,13,17,17,24
6,3006,2941,0.4,0.2,42,1762,28,29,56,46,10,15,46,98,51,58
6,3006,2941,0.4,0.2,43,1491,62,87,76,2,93,65,39,71,52,21
6,3006,2941,0.4,0.2,44,2005,34,38,48,90,36,42,1,81,15,25
6,3006,2941,0.4,0.2,45,1623,18,19,11,96,40,48,72,26,1,12
6,3006,2941,0.4,0.2,46,1860,63,65,35,93,74,28,28,80,99,85
6,3006,2941,0.4,0.2,47,1654,74,23,88,3,99,25,20,70,62,58
6,3006,2941,0.4,0.2,48,1776,26,77,59,53,86,84,90,49,72,48
6,3006,2941,0.4,0.2,49,1792,28,71,51,97,29,37,84,24,45,37
6,3006,2941,0.4,0.2,50,1579,78,90,13,51,70,88,38,41,90,3
6,3006,2941,0.4,0.6,1,1543,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.4,0.6,2,2560,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.4,0.6,3,2174,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.4,0.6,4,1939,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.4,0.6,5,1158,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.4,0.6,6,1158,52,8,83,63,72,73,76,27,64,58
6,3006,2941,0.4,0.6,7,985,35,14,89,91,63,37,89,31,2,1
6,3006,2941,0.4,0.6,8,2411,89,68,90,38,48,68,22,95,59,8
6,3006,2941,0.4,0.6,9,1943,28,4,26,92,94,38,23,91,88,41
6,3006,2941,0.4,0.6,10,2132,45,63,93,25,12,10,70,94,11,97
6,3006,2941,0.4,0.6,11,919,24,27,8,19,63,74,69,21,68,67
6,3006,2941,0.4,0.6,12,2594,68,61,86,42,46,27,30,72,16,1
6,3006,2941,0.4,0.6,13,2351,94,65,39,89,60,84,11,65,75,58
6,3006,2941,0.4,0.6,14,1257,71,7,13,80,72,65,89,41,94,73
6,3006,2941,0.4,0.6,15,1203,70,14,59,11,33,40,79,9,43,62
6,3006,2941,0.4,0.6,16,1206,2,16,99,84,50,97,29,56,23,9
6,3006,2941,0.4,0.6,17,1419,83,3,98,33,25,82,52,33,5,88
6,3006,2941,0.4,0.6,18,1808,85,31,76,42,14,98,68,98,53,6
6,3006,2941,0.4,0.6,19,1645,97,56,52,51,20,50,14,11,76,34
6,3006,2941,0.4,0.6,20,1396,65,67,43,18,50,23,99,51,60,5
6,3006,2941,0.4,0.6,21,1962,64,74,79,56,32,66,4,7,51,59
6,3006,2941,0.4,0.6,22,1128,38,59,64,83,87,56,3,94,96,16
6,3006,2941,0.4,0.6,23,1398,54,81,4,49,42,30,4,43,50,13
6,3006,2941,0.4,0.6,24,1529,26,43,19,14,70,27,33,47,38,80
6,3006,2941,0.4,0.6,25,1687,40,57,45,1,92,36,98,77,28,54
6,3006,2941,0.4,0.6,26,2268,75,11,80,23,10,19,44,89,8,96
6,3006,2941,0.4,0.6,27,1235,59,32,15,72,75,28,34,53,70,48
6,3006,2941,0.4,0.6,28,1790,38,21,43,24,57,66,13,34,51,72
6,3006,2941,0.4,0.6,29,1928,40,73,37,63,30,70,78,79,77,96
6,3006,2941,0.4,0.6,30,964,89,75,49,15,45,79,15,85,83,91
6,3006,2941,0.4,0.6,31,1954,64,46,36,33,91,21,25,4,71,49
6,3006,2941,0.4,0.6,32,1183,84,34,33,93,20,26,35,12,41,92
6,3006,2941,0.4,0.6,33,997,47,50,83,5,32,81,16,99,60,3
6,3006,2941,0.4,0.6,34,2557,62,47,28,78,9,61,37,80,25,45
6,3006,2941,0.4,0.6,35,2586,74,22,46,33,72,19,69,42,38,28
6,3006,2941,0.4,0.6,36,2309,38,81,71,91,11,91,82,89,97,37
6,3006,2941,0.4,0.6,37,1420,79,42,59,56,5,43,13,85,13,51
6,3006,2941,0.4,0.6,38,1055,57,4,15,99,17,34,51,46,5,96
6,3006,2941,0.4,0.6,39,2090,8,49,50,29,66,85,48,4,58,88
6,3006,2941,0.4,0.6,40,1659,46,24,53,15,17,73,53,58,22,83
6,3006,2941,0.4,0.6,41,1098,27,54,51,54,92,82,13,17,17,24
6,3006,2941,0.4,0.6,42,1756,28,29,56,46,10,15,46,98,51,58
6,3006,2941,0.4,0.6,43,943,62,87,76,2,93,65,39,71,52,21
6,3006,2941,0.4,0.6,44,2487,34,38,48,90,36,42,1,81,15,25
6,3006,2941,0.4,0.6,45,1339,18,19,11,96,40,48,72,26,1,12
6,3006,2941,0.4,0.6,46,2051,63,65,35,93,74,28,28,80,99,85
6,3006,2941,0.4,0.6,47,1432,74,23,88,3,99,25,20,70,62,58
6,3006,2941,0.4,0.6,48,1800,26,77,59,53,86,84,90,49,72,48
6,3006,2941,0.4,0.6,49,1847,28,71,51,97,29,37,84,24,45,37
6,3006,2941,0.4,0.6,50,1208,78,90,13,51,70,88,38,41,90,3
6,3006,2941,0.4,1.0,1,1396,65,55,87,38,38,22,34,99,81,50
6,3006,2941,0.4,1.0,2,3090,4,99,72,19,90,63,88,59,51,99
6,3006,2941,0.4,1.0,3,2447,10,12,33,37,23,63,4,6,80,94
6,3006,2941,0.4,1.0,4,2055,87,40,50,75,59,38,98,45,55,1
6,3006,2941,0.4,1.0,5,753,31,7,77,8,15,53,83,6,52,73
6,3006,2941,0.4,1.0,6,753,52,8,83,63,72,73,76,27,64,58
