instance,ub,lb,T,R,job,due_date,p_machine1,p_machine2,p_machine3,p_machine4,p_machine5
4,1293,1268,0.8,0.6,4,380,62,77,13,25,46
4,1293,1268,0.8,0.6,5,100,88,94,75,61,66
4,1293,1268,0.8,0.6,6,100,93,39,55,24,31
4,1293,1268,0.8,0.6,7,38,34,74,80,97,48
4,1293,1268,0.8,0.6,8,549,72,46,67,61,27
4,1293,1268,0.8,0.6,9,382,42,17,3,75,82
4,1293,1268,0.8,0.6,10,449,65,30,93,92,51
4,1293,1268,0.8,0.6,11,14,39,62,54,73,90
4,1293,1268,0.8,0.6,12,615,79,77,67,21,63
4,1293,1268,0.8,0.6,13,528,9,43,25,29,85
4,1293,1268,0.8,0.6,14,135,26,98,77,3,36
4,1293,1268,0.8,0.6,15,116,72,48,38,96,69
4,1293,1268,0.8,0.6,16,117,29,14,98,51,67
4,1293,1268,0.8,0.6,17,194,36,45,96,26,81
4,1293,1268,0.8,0.6,18,333,48,25,20,44,18
4,1293,1268,0.8,0.6,19,274,57,98,15,56,81
4,1293,1268,0.8,0.6,20,185,95,30,36,31,72
4,1293,1268,0.8,1.0,1,333,53,93,90,65,64
4,1293,1268,0.8,1.0,2,844,19,79,92,97,38
4,1293,1268,0.8,1.0,3,650,99,88,35,27,44
4,1293,1268,0.8,1.0,4,532,62,77,13,25,46
4,1293,1268,0.8,1.0,5,139,88,94,75,61,66
4,1293,1268,0.8,1.0,6,139,93,39,55,24,31
4,1293,1268,0.8,1.0,7,52,34,74,80,97,48
4,1293,1268,0.8,1.0,8,769,72,46,67,61,27
4,1293,1268,0.8,1.0,9,534,42,17,3,75,82
4,1293,1268,0.8,1.0,10,629,65,30,93,92,51
4,1293,1268,0.8,1.0,11,19,39,62,54,73,90
4,1293,1268,0.8,1.0,12,861,79,77,67,21,63
4,1293,1268,0.8,1.0,13,739,9,43,25,29,85
4,1293,1268,0.8,1.0,14,189,26,98,77,3,36
4,1293,1268,0.8,1.0,15,162,72,48,38,96,69
4,1293,1268,0.8,1.0,16,164,29,14,98,51,67
4,1293,1268,0.8,1.0,17,271,36,45,96,26,81
4,1293,1268,0.8,1.0,18,466,48,25,20,44,18
4,1293,1268,0.8,1.0,19,384,57,98,15,56,81
4,1293,1268,0.8,1.0,20,259,95,30,36,31,72
5,1236,1198,0.2,0.2,1,928,61,27,42,13,55
5,1236,1198,0.2,0.2,2,1066,86,92,93,47,48
5,1236,1198,0.2,0.2,3,1014,16,8,32,6,56
5,1236,1198,0.2,0.2,4,982,42,65,30,70,84
5,1236,1198,0.2,0.2,5,876,14,34,16,19,22
5,1236,1198,0.2,0.2,6,876,92,6,95,97,51
5,1236,1198,0.2,0.2,7,853,67,42,58,41,43
5,1236,1198,0.2,0.2,8,1046,77,39,12,1,50
5,1236,1198,0.2,0.2,9,983,46,2,95,57,62
5,1236,1198,0.2,0.2,10,1008,41,7,21,60,61
5,1236,1198,0.2,0.2,11,844,78,85,74,62,10
5,1236,1198,0.2,0.2,12,1071,3,32,38,14,87
5,1236,1198,0.2,0.2,13,1038,72,14,4,90,99
5,1236,1198,0.2,0.2,14,889,95,74,31,76,40
5,1236,1198,0.2,0.2,15,882,53,59,62,12,91
5,1236,1198,0.2,0.2,16,883,59,95,39,89,64
5,1236,1198,0.2,0.2,17,911,34,48,97,37,62
5,1236,1198,0.2,0.2,18,964,66,37,57,35,53
5,1236,1198,0.2,0.2,19,942,42,59,9,91,33
5,1236,1198,0.2,0.2,20,908,63,4,54,69,16
5,1236,1198,0.2,0.6,1,868,61,27,42,13,55
5,1236,1198,0.2,0.6,2,1282,86,92,93,47,48
5,1236,1198,0.2,0.6,3,1125,16,8,32,6,56
5,1236,1198,0.2,0.6,4,1029,42,65,30,70,84
5,1236,1198,0.2,0.6,5,711,14,34,16,19,22
5,1236,1198,0.2,0.6,6,711,92,6,95,97,51
5,1236,1198,0.2,0.6,7,641,67,42,58,41,43
5,1236,1198,0.2,0.6,8,1222,77,39,12,1,50
5,1236,1198,0.2,0.6,9,1031,46,2,95,57,62
5,1236,1198,0.2,0.6,10,1108,41,7,21,60,61
5,1236,1198,0.2,0.6,11,614,78,85,74,62,10
5,1236,1198,0.2,0.6,12,1296,3,32,38,14,87
5,1236,1198,0.2,0.6,13,1197,72,14,4,90,99
5,1236,1198,0.2,0.6,14,752,95,74,31,76,40
5,1236,1198,0.2,0.6,15,730,53,59,62,12,91
5,1236,1198,0.2,0.6,16,731,59,95,39,89,64
5,1236,1198,0.2,0.6,17,818,34,48,97,37,62
5,1236,1198,0.2,0.6,18,976,66,37,57,35,53
5,1236,1198,0.2,0.6,19,909,42,59,9,91,33
5,1236,1198,0.2,0.6,20,808,63,4,54,69,16
5,1236,1198,0.2,1.0,1,808,61,27,42,13,55
5,1236,1198,0.2,1.0,2,1498,86,92,93,47,48
5,1236,1198,0.2,1.0,3,1236,16,8,32,6,56
5,1236,1198,0.2,1.0,4,1077,42,65,30,70,84
5,1236,1198,0.2,1.0,5,546,14,34,16,19,22
5,1236,1198,0.2,1.0,6,546,92,6,95,97,51
5,1236,1198,0.2,1.0,7,429,67,42,58,41,43
5,1236,1198,0.2,1.0,8,1397,77,39,12,1,50
5,1236,1198,0.2,1.0,9,1080,46,2,95,57,62
5,1236,1198,0.2,1.0,10,1208,41,7,21,60,61
5,1236,1198,0.2,1.0,11,384,78,85,74,62,10
5,1236,1198,0.2,1.0,12,1521,3,32,38,14,87
5,1236,1198,0.2,1.0,13,1357,72,14,4,90,99
5,1236,1198,0.2,1.0,14,614,95,74,31,76,40
5,1236,1198,0.2,1.0,15,577,53,59,62,12,91
5,1236,1198,0.2,1.0,16,579,59,95,39,89,64
5,1236,1198,0.2,1.0,17,724,34,48,97,37,62
5,1236,1198,0.2,1.0,18,988,66,37,57,35,53
5,1236,1198,0.2,1.0,19,877,42,59,9,91,33
5,1236,1198,0.2,1.0,20,708,63,4,54,69,16
5,1236,1198,0.4,0.2,1,689,61,27,42,13,55
5,1236,1198,0.4,0.2,2,827,86,92,93,47,48
5,1236,1198,0.4,0.2,3,774,16,8,32,6,56
5,1236,1198,0.4,0.2,4,742,42,65,30,70,84
5,1236,1198,0.4,0.2,5,636,14,34,16,19,22
5,1236,1198,0.4,0.2,6,636,92,6,95,97,51
5,1236,1198,0.4,0.2,7,613,67,42,58,41,43
5,1236,1198,0.4,0.2,8,807,77,39,12,1,50
5,1236,1198,0.4,0.2,9,743,46,2,95,57,62
5,1236,1198,0.4,0.2,10,769,41,7,21,60,61
5,1236,1198,0.4,0.2,11,604,78,85,74,62,10
5,1236,1198,0.4,0.2,12,831,3,32,38,14,87
5,1236,1198,0.4,0.2,13,798,72,14,4,90,99
5,1236,1198,0.4,0.2,14,650,95,74,31,76,40
5,1236,1198,0.4,0.2,15,643,53,59,62,12,91
5,1236,1198,0.4,0.2,16,643,59,95,39,89,64
5,1236,1198,0.4,0.2,17,672,34,48,97,37,62
5,1236,1198,0.4,0.2,18,725,66,37,57,35,53
5,1236,1198,0.4,0.2,19,702,42,59,9,91,33
5,1236,1198,0.4,0.2,20,669,63,4,54,69,16
5,1236,1198,0.4,0.6,1,629,61,27,42,13,55
5,1236,1198,0.4,0.6,2,1043,86,92,93,47,48
5,1236,1198,0.4,0.6,3,886,16,8,32,6,56
5,1236,1198,0.4,0.6,4,790,42,65,30,70,84
5,1236,1198,0.4,0.6,5,472,14,34,16,19,22
5,1236,1198,0.4,0.6,6,472,92,6,95,97,51
5,1236,1198,0.4,0.6,7,401,67,42,58,41,43
5,1236,1198,0.4,0.6,8,982,77,39,12,1,50
5,1236,1198,0.4,0.6,9,791,46,2,95,57,62
5,1236,1198,0.4,0.6,10,868,41,7,21,60,61
5,1236,1198,0.4,0.6,11,374,78,85,74,62,10
5,1236,1198,0.4,0.6,12,1057,3,32,38,14,87
5,1236,1198,0.4,0.6,13,958,72,14,4,90,99
5,1236,1198,0.4,0.6,14,512,95,74,31,76,40
5,1236,1198,0.4,0.6,15,490,53,59,62,12,91
5,1236,1198,0.4,0.6,16,491,59,95,39,89,64
5,1236,1198,0.4,0.6,17,578,34,48,97,37,62
5,1236,1198,0.4,0.6,18,737,66,37,57,35,53
5,1236,1198,0.4,0.6,19,670,42,59,9,91,33
5,1236,1198,0.4,0.6,20,569,63,4,54,69,16
5,1236,1198,0.4,1.0,1,568,61,27,42,13,55
5,1236,1198,0.4,1.0,2,1259,86,92,93,47,48
5,1236,1198,0.4,1.0,3,997,16,8,32,6,56
5,1236,1198,0.4,1.0,4,837,42,65,30,70,84
5,1236,1198,0.4,1.0,5,307,14,34,16,19,22
5,1236,1198,0.4,1.0,6,307,92,6,95,97,51
5,1236,1198,0.4,1.0,7,189,67,42,58,41,43
5,1236,1198,0.4,1.0,8,1157,77,39,12,1,50
5,1236,1198,0.4,1.0,9,840,46,2,95,57,62
5,1236,1198,0.4,1.0,10,968,41,7,21,60,61
5,1236,1198,0.4,1.0,11,144,78,85,74,62,10
5,1236,1198,0.4,1.0,12,1282,3,32,38,14,87
5,1236,1198,0.4,1.0,13,1117,72,14,4,90,99
5,1236,1198,0.4,1.0,14,374,95,74,31,76,40
5,1236,1198,0.4,1.0,15,338,53,59,62,12,91
5,1236,1198,0.4,1.0,16,340,59,95,39,89,64
5,1236,1198,0.4,1.0,17,484,34,48,97,37,62
5,1236,1198,0.4,1.0,18,748,66,37,57,35,53
5,1236,1198,0.4,1.0,19,637,42,59,9,91,33
5,1236,1198,0.4,1.0,20,469,63,4,54,69,16
5,1236,1198,0.6,0.2,1,449,61,27,42,13,55
5,1236,1198,0.6,0.2,2,587,86,92,93,47,48
5,1236,1198,0.6,0.2,3,535,16,8,32,6,56
5,1236,1198,0.6,0.2,4,503,42,65,30,70,84
5,1236,1198,0.6,0.2,5,397,14,34,16,19,22
5,1236,1198,0.6,0.2,6,397,92,6,95,97,51
5,1236,1198,0.6,0.2,7,373,67,42,58,41,43
5,1236,1198,0.6,0.2,8,567,77,39,12,1,50
5,1236,1198,0.6,0.2,9,503,46,2,95,57,62
5,1236,1198,0.6,0.2,10,529,41,7,21,60,61
5,1236,1198,0.6,0.2,11,364,78,85,74,62,10
5,1236,1198,0.6,0.2,12,592,3,32,38,14,87
5,1236,1198,0.6,0.2,13,559,72,14,4,90,99
5,1236,1198,0.6,0.2,14,410,95,74,31,76,40
5,1236,1198,0.6,0.2,15,403,53,59,62,12,91
5,1236,1198,0.6,0.2,16,403,59,95,39,89,64
5,1236,1198,0.6,0.2,17,432,34,48,97,37,62
5,1236,1198,0.6,0.2,18,485,66,37,57,35,53
5,1236,1198,0.6,0.2,19,463,42,59,9,91,33
5,1236,1198,0.6,0.2,20,429,63,4,54,69,16
5,1236,1198,0.6,0.6,1,389,61,27,42,13,55
5,1236,1198,0.6,0.6,2,803,86,92,93,47,48
5,1236,1198,0.6,0.6,3,646,16,8,32,6,56
5,1236,1198,0.6,0.6,4,550,42,65,30,70,84
5,1236,1198,0.6,0.6,5,232,14,34,16,19,22
5,1236,1198,0.6,0.6,6,232,92,6,95,97,51
5,1236,1198,0.6,0.6,7,162,67,42,58,41,43
5,1236,1198,0.6,0.6,8,742,77,39,12,1,50
5,1236,1198,0.6,0.6,9,552,46,2,95,57,62
5,1236,1198,0.6,0.6,10,629,41,7,21,60,61
5,1236,1198,0.6,0.6,11,135,78,85,74,62,10
5,1236,1198,0.6,0.6,12,817,3,32,38,14,87
5,1236,1198,0.6,0.6,13,718,72,14,4,90,99
5,1236,1198,0.6,0.6,14,272,95,74,31,76,40
5,1236,1198,0.6,0.6,15,250,53,59,62,12,91
5,1236,1198,0.6,0.6,16,252,59,95,39,89,64
5,1236,1198,0.6,0.6,17,338,34,48,97,37,62
5,1236,1198,0.6,0.6,18,497,66,37,57,35,53
5,1236,1198,0.6,0.6,19,430,42,59,9,91,33
5,1236,1198,0.6,0.6,20,329,63,4,54,69,16
5,1236,1198,0.6,1.0,1,404,61,27,42,13,55
5,1236,1198,0.6,1.0,2,1025,86,92,93,47,48
5,1236,1198,0.6,1.0,3,790,16,8,32,6,56
5,1236,1198,0.6,1.0,4,646,42,65,30,70,84
5,1236,1198,0.6,1.0,5,169,14,34,16,19,22
5,1236,1198,0.6,1.0,6,169,92,6,95,97,51
5,1236,1198,0.6,1.0,7,64,67,42,58,41,43
5,1236,1198,0.6,1.0,8,934,77,39,12,1,50
5,1236,1198,0.6,1.0,9,649,46,2,95,57,62
5,1236,1198,0.6,1.0,10,764,41,7,21,60,61
5,1236,1198,0.6,1.0,11,23,78,85,74,62,10
5,1236,1198,0.6,1.0,12,1046,3,32,38,14,87
5,1236,1198,0.6,1.0,13,898,72,14,4,90,99
5,1236,1198,0.6,1.0,14,230,95,74,31,76,40
5,1236,1198,0.6,1.0,15,197,53,59,62,12,91
5,1236,1198,0.6,1.0,16,199,59,95,39,89,64
5,1236,1198,0.6,1.0,17,329,34,48,97,37,62
5,1236,1198,0.6,1.0,18,566,66,37,57,35,53
5,1236,1198,0.6,1.0,19,466,42,59,9,91,33
5,1236,1198,0.6,1.0,20,315,63,4,54,69,16
5,1236,1198,0.8,0.2,1,210,61,27,42,13,55
5,1236,1198,0.8,0.2,2,348,86,92,93,47,48
5,1236,1198,0.8,0.2,3,295,16,8,32,6,56
5,1236,1198,0.8,0.2,4,263,42,65,30,70,84
5,1236,1198,0.8,0.2,5,157,14,34,16,19,22
5,1236,1198,0.8,0.2,6,157,92,6,95,97,51
5,1236,1198,0.8,0.2,7,134,67,42,58,41,43
5,1236,1198,0.8,0.2,8,327,77,39,12,1,50
5,1236,1198,0.8,0.2,9,264,46,2,95,57,62
5,1236,1198,0.8,0.2,10,289,41,7,21,60,61
5,1236,1198,0.8,0.2,11,125,78,85,74,62,10
5,1236,1198,0.8,0.2,12,352,3,32,38,14,87
5,1236,1198,0.8,0.2,13,319,72,14,4,90,99
5,1236,1198,0.8,0.2,14,171,95,74,31,76,40
5,1236,1198,0.8,0.2,15,163,53,59,62,12,91
5,1236,1198,0.8,0.2,16,164,59,95,39,89,64
5,1236,1198,0.8,0.2,17,193,34,48,97,37,62
5,1236,1198,0.8,0.2,18,246,66,37,57,35,53
5,1236,1198,0.8,0.2,19,223,42,59,9,91,33
5,1236,1198,0.8,0.2,20,190,63,4,54,69,16
5,1236,1198,0.8,0.6,1,225,61,27,42,13,55
5,1236,1198,0.8,0.6,2,570,86,92,93,47,48
5,1236,1198,0.8,0.6,3,439,16,8,32,6,56
5,1236,1198,0.8,0.6,4,359,42,65,30,70,84
5,1236,1198,0.8,0.6,5,94,14,34,16,19,22
5,1236,1198,0.8,0.6,6,94,92,6,95,97,51
5,1236,1198,0.8,0.6,7,36,67,42,58,41,43
5,1236,1198,0.8,0.6,8,519,77,39,12,1,50
5,1236,1198,0.8,0.6,9,360,46,2,95,57,62
5,1236,1198,0.8,0.6,10,424,41,7,21,60,61
5,1236,1198,0.8,0.6,11,13,78,85,74,62,10
5,1236,1198,0.8,0.6,12,581,3,32,38,14,87
5,1236,1198,0.8,0.6,13,499,72,14,4,90,99
5,1236,1198,0.8,0.6,14,128,95,74,31,76,40
5,1236,1198,0.8,0.6,15,110,53,59,62,12,91
5,1236,1198,0.8,0.6,16,111,59,95,39,89,64
5,1236,1198,0.8,0.6,17,183,34,48,97,37,62
5,1236,1198,0.8,0.6,18,315,66,37,57,35,53
5,1236,1198,0.8,0.6,19,259,42,59,9,91,33
5,1236,1198,0.8,0.6,20,175,63,4,54,69,16
5,1236,1198,0.8,1.0,1,315,61,27,42,13,55
5,1236,1198,0.8,1.0,2,797,86,92,93,47,48
5,1236,1198,0.8,1.0,3,614,16,8,32,6,56
5,1236,1198,0.8,1.0,4,502,42,65,30,70,84
5,1236,1198,0.8,1.0,5,132,14,34,16,19,22
5,1236,1198,0.8,1.0,6,132,92,6,95,97,51
5,1236,1198,0.8,1.0,7,50,67,42,58,41,43
5,1236,1198,0.8,1.0,8,727,77,39,12,1,50
5,1236,1198,0.8,1.0,9,504,46,2,95,57,62
5,1236,1198,0.8,1.0,10,594,41,7,21,60,61
5,1236,1198,0.8,1.0,11,18,78,85,74,62,10
5,1236,1198,0.8,1.0,12,813,3,32,38,14,87
5,1236,1198,0.8,1.0,13,698,72,14,4,90,99
5,1236,1198,0.8,1.0,14,179,95,74,31,76,40
5,1236,1198,0.8,1.0,15,153,53,59,62,12,91
5,1236,1198,0.8,1.0,16,155,59,95,39,89,64
5,1236,1198,0.8,1.0,17,256,34,48,97,37,62
5,1236,1198,0.8,1.0,18,441,66,37,57,35,53
5,1236,1198,0.8,1.0,19,363,42,59,9,91,33
5,1236,1198,0.8,1.0,20,245,63,4,54,69,16
6,1195,1180,0.2,0.2,1,914,71,13,61,21,91
6,1195,1180,0.2,0.2,2,1050,27,11,25,8,13
6,1195,1180,0.2,0.2,3,999,55,73,52,5,7
6,1195,1180,0.2,0.2,4,967,90,43,72,8,95
6,1195,1180,0.2,0.2,5,863,11,27,89,58,20
6,1195,1180,0.2,0.2,6,863,18,33,75,59,69
6,1195,1180,0.2,0.2,7,840,42,57,60,85,45
6,1195,1180,0.2,0.2,8,1030,64,42,28,35,44
6,1195,1180,0.2,0.2,9,968,73,71,94,84,29
6,1195,1180,0.2,0.2,10,993,95,3,95,97,32
6,1195,1180,0.2,0.2,11,831,22,11,18,93,94
6,1195,1180,0.2,0.2,12,1055,53,49,73,60,84
6,1195,1180,0.2,0.2,13,1022,32,8,40,99,60
6,1195,1180,0.2,0.2,14,876,5,3,61,29,49
6,1195,1180,0.2,0.2,15,869,94,47,68,94,49
6,1195,1180,0.2,0.2,16,869,12,58,75,41,65
6,1195,1180,0.2,0.2,17,898,41,23,37,51,85
6,1195,1180,0.2,0.2,18,950,85,79,13,87,52
6,1195,1180,0.2,0.2,19,928,75,99,65,97,8
6,1195,1180,0.2,0.2,20,895,38,23,7,11,58
6,1195,1180,0.2,0.6,1,855,71,13,61,21,91
6,1195,1180,0.2,0.6,2,1263,27,11,25,8,13
6,1195,1180,0.2,0.6,3,1108,55,73,52,5,7
6,1195,1180,0.2,0.6,4,1014,90,43,72,8,95
6,1195,1180,0.2,0.6,5,700,11,27,89,58,20
6,1195,1180,0.2,0.6,6,700,18,33,75,59,69
6,1195,1180,0.2,0.6,7,631,42,57,60,85,45
6,1195,1180,0.2,0.6,8,1203,64,42,28,35,44
6,1195,1180,0.2,0.6,9,1016,73,71,94,84,29
6,1195,1180,0.2,0.6,10,1091,95,3,95,97,32
6,1195,1180,0.2,0.6,11,605,22,11,18,93,94
6,1195,1180,0.2,0.6,12,1277,53,49,73,60,84
6,1195,1180,0.2,0.6,13,1179,32,8,40,99,60
6,1195,1180,0.2,0.6,14,740,5,3,61,29,49
6,1195,1180,0.2,0.6,15,719,94,47,68,94,49
6,1195,1180,0.2,0.6,16,720,12,58,75,41,65
6,1195,1180,0.2,0.6,17,805,41,23,37,51,85
6,1195,1180,0.2,0.6,18,962,85,79,13,87,52
6,1195,1180,0.2,0.6,19,896,75,99,65,97,8
6,1195,1180,0.2,0.6,20,796,38,23,7,11,58
6,1195,1180,0.2,1.0,1,796,71,13,61,21,91
6,1195,1180,0.2,1.0,2,1476,27,11,25,8,13
6,1195,1180,0.2,1.0,3,1218,55,73,52,5,7
6,1195,1180,0.2,1.0,4,1060,90,43,72,8,95
6,1195,1180,0.2,1.0,5,538,11,27,89,58,20
6,1195,1180,0.2,1.0,6,538,18,33,75,59,69
6,1195,1180,0.2,1.0,7,423,42,57,60,85,45
6,1195,1180,0.2,1.0,8,1376,64,42,28,35,44
6,1195,1180,0.2,1.0,9,1063,73,71,94,84,29
6,1195,1180,0.2,1.0,10,1190,95,3,95,97,32
6,1195,1180,0.2,1.0,11,378,22,11,18,93,94
6,1195,1180,0.2,1.0,12,1498,53,49,73,60,84
6,1195,1180,0.2,1.0,13,1336,32,8,40,99,60
6,1195,1180,0.2,1.0,14,605,5,3,61,29,49
6,1195,1180,0.2,1.0,15,569,94,47,68,94,49
6,1195,1180,0.2,1.0,16,570,12,58,75,41,65
6,1195,1180,0.2,1.0,17,713,41,23,37,51,85
6,1195,1180,0.2,1.0,18,973,85,79,13,87,52
6,1195,1180,0.2,1.0,19,864,75,99,65,97,8
6,1195,1180,0.2,1.0,20,698,38,23,7,11,58
6,1195,1180,0.4,0.2,1,678,71,13,61,21,91
6,1195,1180,0.4,0.2,2,814,27,11,25,8,13
6,1195,1180,0.4,0.2,3,763,55,73,52,5,7
6,1195,1180,0.4,0.2,4,731,90,43,72,8,95
6,1195,1180,0.4,0.2,5,627,11,27,89,58,20
6,1195,1180,0.4,0.2,6,627,18,33,75,59,69
6,1195,1180,0.4,0.2,7,604,42,57,60,85,45
6,1195,1180,0.4,0.2,8,794,64,42,28,35,44
6,1195,1180,0.4,0.2,9,732,73,71,94,84,29
6,1195,1180,0.4,0.2,10,757,95,3,95,97,32
6,1195,1180,0.4,0.2,11,595,22,11,18,93,94
6,1195,1180,0.4,0.2,12,819,53,49,73,60,84
6,1195,1180,0.4,0.2,13,786,32,8,40,99,60
6,1195,1180,0.4,0.2,14,640,5,3,61,29,49
6,1195,1180,0.4,0.2,15,633,94,47,68,94,49
6,1195,1180,0.4,0.2,16,633,12,58,75,41,65
6,1195,1180,0.4,0.2,17,662,41,23,37,51,85
6,1195,1180,0.4,0.2,18,714,85,79,13,87,52
6,1195,1180,0.4,0.2,19,692,75,99,65,97,8
6,1195,1180,0.4,0.2,20,659,38,23,7,11,58
6,1195,1180,0.4,0.6,1,619,71,13,61,21,91
6,1195,1180,0.4,0.6,2,1027,27,11,25,8,13
6,1195,1180,0.4,0.6,3,872,55,73,52,5,7
6,1195,1180,0.4,0.6,4,778,90,43,72,8,95
6,1195,1180,0.4,0.6,5,464,11,27,89,58,20
6,1195,1180,0.4,0.6,6,464,18,33,75,59,69
6,1195,1180,0.4,0.6,7,395,42,57,60,85,45
6,1195,1180,0.4,0.6,8,967,64,42,28,35,44
6,1195,1180,0.4,0.6,9,780,73,71,94,84,29
6,1195,1180,0.4,0.6,10,855,95,3,95,97,32
6,1195,1180,0.4,0.6,11,369,22,11,18,93,94
6,1195,1180,0.4,0.6,12,1041,53,49,73,60,84
6,1195,1180,0.4,0.6,13,943,32,8,40,99,60
6,1195,1180,0.4,0.6,14,504,5,3,61,29,49
6,1195,1180,0.4,0.6,15,483,94,47,68,94,49
6,1195,1180,0.4,0.6,16,484,12,58,75,41,65
6,1195,1180,0.4,0.6,17,569,41,23,37,51,85
6,1195,1180,0.4,0.6,18,726,85,79,13,87,52
6,1195,1180,0.4,0.6,19,660,75,99,65,97,8
6,1195,1180,0.4,0.6,20,560,38,23,7,11,58
6,1195,1180,0.4,1.0,1,560,71,13,61,21,91
6,1195,1180,0.4,1.0,2,1240,27,11,25,8,13
6,1195,1180,0.4,1.0,3,982,55,73,52,5,7
6,1195,1180,0.4,1.0,4,824,90,43,72,8,95
6,1195,1180,0.4,1.0,5,302,11,27,89,58,20
6,1195,1180,0.4,1.0,6,302,18,33,75,59,69
6,1195,1180,0.4,1.0,7,187,42,57,60,85,45
6,1195,1180,0.4,1.0,8,1140,64,42,28,35,44
6,1195,1180,0.4,1.0,9,827,73,71,94,84,29
6,1195,1180,0.4,1.0,10,954,95,3,95,97,32
6,1195,1180,0.4,1.0,11,142,22,11,18,93,94
6,1195,1180,0.4,1.0,12,1262,53,49,73,60,84
6,1195,1180,0.4,1.0,13,1100,32,8,40,99,60
6,1195,1180,0.4,1.0,14,369,5,3,61,29,49
6,1195,1180,0.4,1.0,15,333,94,47,68,94,49
6,1195,1180,0.4,1.0,16,334,12,58,75,41,65
6,1195,1180,0.4,1.0,17,477,41,23,37,51,85
6,1195,1180,0.4,1.0,18,737,85,79,13,87,52
6,1195,1180,0.4,1.0,19,628,75,99,65,97,8
6,1195,1180,0.4,1.0,20,462,38,23,7,11,58
6,1195,1180,0.6,0.2,1,442,71,13,61,21,91
6,1195,1180,0.6,0.2,2,578,27,11,25,8,13
6,1195,1180,0.6,0.2,3,527,55,73,52,5,7
6,1195,1180,0.6,0.2,4,495,90,43,72,8,95
6,1195,1180,0.6,0.2,5,391,11,27,89,58,20
6,1195,1180,0.6,0.2,6,391,18,33,75,59,69
6,1195,1180,0.6,0.2,7,368,42,57,60,85,45
6,1195,1180,0.6,0.2,8,558,64,42,28,35,44
6,1195,1180,0.6,0.2,9,496,73,71,94,84,29
6,1195,1180,0.6,0.2,10,521,95,3,95,97,32
6,1195,1180,0.6,0.2,11,359,22,11,18,93,94
6,1195,1180,0.6,0.2,12,583,53,49,73,60,84
6,1195,1180,0.6,0.2,13,550,32,8,40,99,60
6,1195,1180,0.6,0.2,14,404,5,3,61,29,49
6,1195,1180,0.6,0.2,15,397,94,47,68,94,49
6,1195,1180,0.6,0.2,16,397,12,58,75,41,65
6,1195,1180,0.6,0.2,17,426,41,23,37,51,85
6,1195,1180,0.6,0.2,18,478,85,79,13,87,52
6,1195,1180,0.6,0.2,19,456,75,99,65,97,8
6,1195,1180,0.6,0.2,20,423,38,23,7,11,58
6,1195,1180,0.6,0.6,1,383,71,13,61,21,91
6,1195,1180,0.6,0.6,2,791,27,11,25,8,13
6,1195,1180,0.6,0.6,3,636,55,73,52,5,7
6,1195,1180,0.6,0.6,4,542,90,43,72,8,95
6,1195,1180,0.6,0.6,5,228,11,27,89,58,20
6,1195,1180,0.6,0.6,6,228,18,33,75,59,69
6,1195,1180,0.6,0.6,7,159,42,57,60,85,45
6,1195,1180,0.6,0.6,8,731,64,42,28,35,44
6,1195,1180,0.6,0.6,9,544,73,71,94,84,29
6,1195,1180,0.6,0.6,10,619,95,3,95,97,32
6,1195,1180,0.6,0.6,11,133,22,11,18,93,94
6,1195,1180,0.6,0.6,12,805,53,49,73,60,84
6,1195,1180,0.6,0.6,13,707,32,8,40,99,60
6,1195,1180,0.6,0.6,14,268,5,3,61,29,49
6,1195,1180,0.6,0.6,15,247,94,47,68,94,49
6,1195,1180,0.6,0.6,16,248,12,58,75,41,65
6,1195,1180,0.6,0.6,17,333,41,23,37,51,85
6,1195,1180,0.6,0.6,18,490,85,79,13,87,52
6,1195,1180,0.6,0.6,19,424,75,99,65,97,8
6,1195,1180,0.6,0.6,20,324,38,23,7,11,58
6,1195,1180,0.6,1.0,1,398,71,13,61,21,91
6,1195,1180,0.6,1.0,2,1010,27,11,25,8,13
6,1195,1180,0.6,1.0,3,778,55,73,52,5,7
6,1195,1180,0.6,1.0,4,636,90,43,72,8,95
6,1195,1180,0.6,1.0,5,167,11,27,89,58,20
6,1195,1180,0.6,1.0,6,167,18,33,75,59,69
6,1195,1180,0.6,1.0,7,63,42,57,60,85,45
6,1195,1180,0.6,1.0,8,920,64,42,28,35,44
6,1195,1180,0.6,1.0,9,639,73,71,94,84,29
6,1195,1180,0.6,1.0,10,752,95,3,95,97,32
6,1195,1180,0.6,1.0,11,23,22,11,18,93,94
6,1195,1180,0.6,1.0,12,1030,53,49,73,60,84
6,1195,1180,0.6,1.0,13,884,32,8,40,99,60
6,1195,1180,0.6,1.0,14,226,5,3,61,29,49
6,1195,1180,0.6,1.0,15,194,94,47,68,94,49
6,1195,1180,0.6,1.0,16,196,12,58,75,41,65
6,1195,1180,0.6,1.0,17,324,41,23,37,51,85
6,1195,1180,0.6,1.0,18,558,85,79,13,87,52
6,1195,1180,0.6,1.0,19,459,75,99,65,97,8
6,1195,1180,0.6,1.0,20,310,38,23,7,11,58
6,1195,1180,0.8,0.2,1,206,71,13,61,21,91
6,1195,1180,0.8,0.2,2,342,27,11,25,8,13
6,1195,1180,0.8,0.2,3,291,55,73,52,5,7
6,1195,1180,0.8,0.2,4,259,90,43,72,8,95
6,1195,1180,0.8,0.2,5,155,11,27,89,58,20
6,1195,1180,0.8,0.2,6,155,18,33,75,59,69
